product_id,category_id
OFF-EN-10001509,10
OFF-EN-10001509,11
OFF-EN-10001509,13
OFF-EN-10001509,14
OFF-EN-10001509,15
OFF-AR-10004042,3
OFF-AR-10004042,5
OFF-AR-10004042,7
OFF-AR-10004042,9
OFF-AR-10004042,10
OFF-AR-10004042,11
OFF-AR-10004042,13
OFF-AR-10004042,14
OFF-AR-10004042,15
OFF-BI-10001525,3
OFF-BI-10001525,5
OFF-BI-10001525,7
OFF-BI-10001525,9
OFF-BI-10001525,10
OFF-BI-10001525,11
OFF-BI-10001525,13
OFF-BI-10001525,14
OFF-BI-10001525,15
OFF-AR-10001683,3
OFF-AR-10001683,5
OFF-AR-10001683,7
OFF-AR-10001683,9
OFF-AR-10001683,10
OFF-AR-10001683,11
OFF-AR-10001683,13
OFF-AR-10001683,14
OFF-AR-10001683,15
OFF-PA-10000249,3
OFF-PA-10000249,5
OFF-PA-10000249,7
OFF-PA-10000249,9
OFF-PA-10000249,10
OFF-PA-10000249,11
OFF-PA-10000249,13
OFF-PA-10000249,14
OFF-PA-10000249,15
TEC-PH-10004977,8
TEC-PH-10004977,12
TEC-PH-10004977,16
TEC-PH-10004977,17
FUR-FU-10003664,1
FUR-FU-10003664,2
FUR-FU-10003664,4
FUR-FU-10003664,6
OFF-EN-10002986,3
OFF-EN-10002986,5
OFF-EN-10002986,7
OFF-EN-10002986,9
OFF-EN-10002986,10
OFF-EN-10002986,11
OFF-EN-10002986,13
OFF-EN-10002986,14
OFF-EN-10002986,15
FUR-BO-10002545,1
FUR-BO-10002545,2
FUR-BO-10002545,4
FUR-BO-10002545,6
FUR-CH-10004218,1
FUR-CH-10004218,2
FUR-CH-10004218,4
FUR-CH-10004218,6
TEC-PH-10000486,8
TEC-PH-10000486,12
TEC-PH-10000486,16
TEC-PH-10000486,17
TEC-PH-10004093,8
TEC-PH-10004093,12
TEC-PH-10004093,16
TEC-PH-10004093,17
OFF-ST-10003479,3
OFF-ST-10003479,5
OFF-ST-10003479,7
OFF-ST-10003479,9
OFF-ST-10003479,10
OFF-ST-10003479,11
OFF-ST-10003479,13
OFF-ST-10003479,14
OFF-ST-10003479,15
OFF-ST-10003282,3
OFF-ST-10003282,5
OFF-ST-10003282,7
OFF-ST-10003282,9
OFF-ST-10003282,10
OFF-ST-10003282,11
OFF-ST-10003282,13
OFF-ST-10003282,14
OFF-ST-10003282,15
TEC-AC-10000171,8
TEC-AC-10000171,12
TEC-AC-10000171,16
TEC-AC-10000171,17
OFF-BI-10003291,3
OFF-BI-10003291,5
OFF-BI-10003291,7
OFF-BI-10003291,9
OFF-BI-10003291,10
OFF-BI-10003291,11
OFF-BI-10003291,13
OFF-BI-10003291,14
OFF-BI-10003291,15
OFF-ST-10001713,3
OFF-ST-10001713,5
OFF-ST-10001713,7
OFF-ST-10001713,9
OFF-ST-10001713,10
OFF-ST-10001713,11
OFF-ST-10001713,13
OFF-ST-10001713,14
OFF-ST-10001713,15
TEC-AC-10002167,8
TEC-AC-10002167,12
TEC-AC-10002167,16
TEC-AC-10002167,17
TEC-PH-10003988,8
TEC-PH-10003988,12
TEC-PH-10003988,16
TEC-PH-10003988,17
OFF-BI-10004410,3
OFF-BI-10004410,5
OFF-BI-10004410,7
OFF-BI-10004410,9
OFF-BI-10004410,10
OFF-BI-10004410,11
OFF-BI-10004410,13
OFF-BI-10004410,14
OFF-BI-10004410,15
OFF-LA-10002762,3
OFF-LA-10002762,5
OFF-LA-10002762,7
OFF-LA-10002762,9
OFF-LA-10002762,10
OFF-LA-10002762,11
OFF-LA-10002762,13
OFF-LA-10002762,14
OFF-LA-10002762,15
FUR-FU-10001706,1
FUR-FU-10001706,2
FUR-FU-10001706,4
FUR-FU-10001706,6
FUR-CH-10003061,1
FUR-CH-10003061,2
FUR-CH-10003061,4
FUR-CH-10003061,6
OFF-FA-10000304,3
OFF-FA-10000304,5
OFF-FA-10000304,7
OFF-FA-10000304,9
OFF-FA-10000304,10
OFF-FA-10000304,11
OFF-FA-10000304,13
OFF-FA-10000304,14
OFF-FA-10000304,15
TEC-PH-10002447,8
TEC-PH-10002447,12
TEC-PH-10002447,16
TEC-PH-10002447,17
OFF-ST-10000604,3
OFF-ST-10000604,5
OFF-ST-10000604,7
OFF-ST-10000604,9
OFF-ST-10000604,10
OFF-ST-10000604,11
OFF-ST-10000604,13
OFF-ST-10000604,14
OFF-ST-10000604,15
OFF-PA-10001569,3
OFF-PA-10001569,5
OFF-PA-10001569,7
OFF-PA-10001569,9
OFF-PA-10001569,10
OFF-PA-10001569,11
OFF-PA-10001569,13
OFF-PA-10001569,14
OFF-PA-10001569,15
FUR-CH-10003968,1
FUR-CH-10003968,2
FUR-CH-10003968,4
FUR-CH-10003968,6
OFF-PA-10000587,3
OFF-PA-10000587,5
OFF-PA-10000587,7
OFF-PA-10000587,9
OFF-PA-10000587,10
OFF-PA-10000587,11
OFF-PA-10000587,13
OFF-PA-10000587,14
OFF-PA-10000587,15
OFF-BI-10001460,3
OFF-BI-10001460,5
OFF-BI-10001460,7
OFF-BI-10001460,9
OFF-BI-10001460,10
OFF-BI-10001460,11
OFF-BI-10001460,13
OFF-BI-10001460,14
OFF-BI-10001460,15
OFF-AR-10001868,3
OFF-AR-10001868,5
OFF-AR-10001868,7
OFF-AR-10001868,9
OFF-AR-10001868,10
OFF-AR-10001868,11
OFF-AR-10001868,13
OFF-AR-10001868,14
OFF-AR-10001868,15
TEC-AC-10004633,8
TEC-AC-10004633,12
TEC-AC-10004633,16
TEC-AC-10004633,17
OFF-BI-10001078,3
OFF-BI-10001078,5
OFF-BI-10001078,7
OFF-BI-10001078,9
OFF-BI-10001078,10
OFF-BI-10001078,11
OFF-BI-10001078,13
OFF-BI-10001078,14
OFF-BI-10001078,15
OFF-PA-10003892,3
OFF-PA-10003892,5
OFF-PA-10003892,7
OFF-PA-10003892,9
OFF-PA-10003892,10
OFF-PA-10003892,11
OFF-PA-10003892,13
OFF-PA-10003892,14
OFF-PA-10003892,15
FUR-FU-10000397,1
FUR-FU-10000397,2
FUR-FU-10000397,4
FUR-FU-10000397,6
FUR-CH-10001146,1
FUR-CH-10001146,2
FUR-CH-10001146,4
FUR-CH-10001146,6
OFF-AR-10002671,3
OFF-AR-10002671,5
OFF-AR-10002671,7
OFF-AR-10002671,9
OFF-AR-10002671,10
OFF-AR-10002671,11
OFF-AR-10002671,13
OFF-AR-10002671,14
OFF-AR-10002671,15
TEC-PH-10002726,8
TEC-PH-10002726,12
TEC-PH-10002726,16
TEC-PH-10002726,17
OFF-PA-10000482,3
OFF-PA-10000482,5
OFF-PA-10000482,7
OFF-PA-10000482,9
OFF-PA-10000482,10
OFF-PA-10000482,11
OFF-PA-10000482,13
OFF-PA-10000482,14
OFF-PA-10000482,15
OFF-BI-10004654,3
OFF-BI-10004654,5
OFF-BI-10004654,7
OFF-BI-10004654,9
OFF-BI-10004654,10
OFF-BI-10004654,11
OFF-BI-10004654,13
OFF-BI-10004654,14
OFF-BI-10004654,15
OFF-PA-10004675,3
OFF-PA-10004675,5
OFF-PA-10004675,7
OFF-PA-10004675,9
OFF-PA-10004675,10
OFF-PA-10004675,11
OFF-PA-10004675,13
OFF-PA-10004675,14
OFF-PA-10004675,15
FUR-CH-10000513,1
FUR-CH-10000513,2
FUR-CH-10000513,4
FUR-CH-10000513,6
FUR-FU-10003708,1
FUR-FU-10003708,2
FUR-FU-10003708,4
FUR-FU-10003708,6
OFF-ST-10004123,3
OFF-ST-10004123,5
OFF-ST-10004123,7
OFF-ST-10004123,9
OFF-ST-10004123,10
OFF-ST-10004123,11
OFF-ST-10004123,13
OFF-ST-10004123,14
OFF-ST-10004123,15
OFF-BI-10004182,3
OFF-BI-10004182,5
OFF-BI-10004182,7
OFF-BI-10004182,9
OFF-BI-10004182,10
OFF-BI-10004182,11
OFF-BI-10004182,13
OFF-BI-10004182,14
OFF-BI-10004182,15
FUR-FU-10000260,1
FUR-FU-10000260,2
FUR-FU-10000260,4
FUR-FU-10000260,6
OFF-ST-10000615,3
OFF-ST-10000615,5
OFF-ST-10000615,7
OFF-ST-10000615,9
OFF-ST-10000615,10
OFF-ST-10000615,11
OFF-ST-10000615,13
OFF-ST-10000615,14
OFF-ST-10000615,15
FUR-FU-10003194,1
FUR-FU-10003194,2
FUR-FU-10003194,4
FUR-FU-10003194,6
OFF-AP-10002118,3
OFF-AP-10002118,5
OFF-AP-10002118,7
OFF-AP-10002118,9
OFF-AP-10002118,10
OFF-AP-10002118,11
OFF-AP-10002118,13
OFF-AP-10002118,14
OFF-AP-10002118,15
OFF-BI-10002309,3
OFF-BI-10002309,5
OFF-BI-10002309,7
OFF-BI-10002309,9
OFF-BI-10002309,10
OFF-BI-10002309,11
OFF-BI-10002309,13
OFF-BI-10002309,14
OFF-BI-10002309,15
OFF-AR-10002053,3
OFF-AR-10002053,5
OFF-AR-10002053,7
OFF-AR-10002053,9
OFF-AR-10002053,10
OFF-AR-10002053,11
OFF-AR-10002053,13
OFF-AR-10002053,14
OFF-AR-10002053,15
OFF-ST-10002370,3
OFF-ST-10002370,5
OFF-ST-10002370,7
OFF-ST-10002370,9
OFF-ST-10002370,10
OFF-ST-10002370,11
OFF-ST-10002370,13
OFF-ST-10002370,14
OFF-ST-10002370,15
OFF-EN-10000927,3
OFF-EN-10000927,5
OFF-EN-10000927,7
OFF-EN-10000927,9
OFF-EN-10000927,10
OFF-EN-10000927,11
OFF-EN-10000927,13
OFF-EN-10000927,14
OFF-EN-10000927,15
OFF-ST-10003656,3
OFF-ST-10003656,5
OFF-ST-10003656,7
OFF-ST-10003656,9
OFF-ST-10003656,10
OFF-ST-10003656,11
OFF-ST-10003656,13
OFF-ST-10003656,14
OFF-ST-10003656,15
FUR-CH-10000863,1
FUR-CH-10000863,2
FUR-CH-10000863,4
FUR-CH-10000863,6
TEC-AC-10001998,8
TEC-AC-10001998,12
TEC-AC-10001998,16
TEC-AC-10001998,17
OFF-LA-10000134,3
OFF-LA-10000134,5
OFF-LA-10000134,7
OFF-LA-10000134,9
OFF-LA-10000134,10
OFF-LA-10000134,11
OFF-LA-10000134,13
OFF-LA-10000134,14
OFF-LA-10000134,15
OFF-ST-10003442,3
OFF-ST-10003442,5
OFF-ST-10003442,7
OFF-ST-10003442,9
OFF-ST-10003442,10
OFF-ST-10003442,11
OFF-ST-10003442,13
OFF-ST-10003442,14
OFF-ST-10003442,15
OFF-AR-10004930,3
OFF-AR-10004930,5
OFF-AR-10004930,7
OFF-AR-10004930,9
OFF-AR-10004930,10
OFF-AR-10004930,11
OFF-AR-10004930,13
OFF-AR-10004930,14
OFF-AR-10004930,15
OFF-PA-10000304,3
OFF-PA-10000304,5
OFF-PA-10000304,7
OFF-PA-10000304,9
OFF-PA-10000304,10
OFF-PA-10000304,11
OFF-PA-10000304,13
OFF-PA-10000304,14
OFF-PA-10000304,15
OFF-PA-10003177,3
OFF-PA-10003177,5
OFF-PA-10003177,7
OFF-PA-10003177,9
OFF-PA-10003177,10
OFF-PA-10003177,11
OFF-PA-10003177,13
OFF-PA-10003177,14
OFF-PA-10003177,15
FUR-FU-10003799,1
FUR-FU-10003799,2
FUR-FU-10003799,4
FUR-FU-10003799,6
OFF-BI-10002852,3
OFF-BI-10002852,5
OFF-BI-10002852,7
OFF-BI-10002852,9
OFF-BI-10002852,10
OFF-BI-10002852,11
OFF-BI-10002852,13
OFF-BI-10002852,14
OFF-BI-10002852,15
OFF-BI-10004738,3
OFF-BI-10004738,5
OFF-BI-10004738,7
OFF-BI-10004738,9
OFF-BI-10004738,10
OFF-BI-10004738,11
OFF-BI-10004738,13
OFF-BI-10004738,14
OFF-BI-10004738,15
FUR-FU-10000629,1
FUR-FU-10000629,2
FUR-FU-10000629,4
FUR-FU-10000629,6
OFF-BI-10001721,3
OFF-BI-10001721,5
OFF-BI-10001721,7
OFF-BI-10001721,9
OFF-BI-10001721,10
OFF-BI-10001721,11
OFF-BI-10001721,13
OFF-BI-10001721,14
OFF-BI-10001721,15
OFF-AP-10000358,3
OFF-AP-10000358,5
OFF-AP-10000358,7
OFF-AP-10000358,9
OFF-AP-10000358,10
OFF-AP-10000358,11
OFF-AP-10000358,13
OFF-AP-10000358,14
OFF-AP-10000358,15
OFF-PA-10003256,3
OFF-PA-10003256,5
OFF-PA-10003256,7
OFF-PA-10003256,9
OFF-PA-10003256,10
OFF-PA-10003256,11
OFF-PA-10003256,13
OFF-PA-10003256,14
OFF-PA-10003256,15
TEC-AC-10001767,8
TEC-AC-10001767,12
TEC-AC-10001767,16
TEC-AC-10001767,17
OFF-BI-10002609,3
OFF-BI-10002609,5
OFF-BI-10002609,7
OFF-BI-10002609,9
OFF-BI-10002609,10
OFF-BI-10002609,11
OFF-BI-10002609,13
OFF-BI-10002609,14
OFF-BI-10002609,15
OFF-PA-10004040,3
OFF-PA-10004040,5
OFF-PA-10004040,7
OFF-PA-10004040,9
OFF-PA-10004040,10
OFF-PA-10004040,11
OFF-PA-10004040,13
OFF-PA-10004040,14
OFF-PA-10004040,15
TEC-AC-10001552,8
TEC-AC-10001552,12
TEC-AC-10001552,16
TEC-AC-10001552,17
FUR-FU-10004006,1
FUR-FU-10004006,2
FUR-FU-10004006,4
FUR-FU-10004006,6
OFF-BI-10002794,3
OFF-BI-10002794,5
OFF-BI-10002794,7
OFF-BI-10002794,9
OFF-BI-10002794,10
OFF-BI-10002794,11
OFF-BI-10002794,13
OFF-BI-10002794,14
OFF-BI-10002794,15
TEC-AC-10003499,8
TEC-AC-10003499,12
TEC-AC-10003499,16
TEC-AC-10003499,17
TEC-PH-10002844,8
TEC-PH-10002844,12
TEC-PH-10002844,16
TEC-PH-10002844,17
OFF-AR-10000390,3
OFF-AR-10000390,5
OFF-AR-10000390,7
OFF-AR-10000390,9
OFF-AR-10000390,10
OFF-AR-10000390,11
OFF-AR-10000390,13
OFF-AR-10000390,14
OFF-AR-10000390,15
TEC-AC-10000844,8
TEC-AC-10000844,12
TEC-AC-10000844,16
TEC-AC-10000844,17
FUR-FU-10001934,1
FUR-FU-10001934,2
FUR-FU-10001934,4
FUR-FU-10001934,6
OFF-AR-10000380,3
OFF-AR-10000380,5
OFF-AR-10000380,7
OFF-AR-10000380,9
OFF-AR-10000380,10
OFF-AR-10000380,11
OFF-AR-10000380,13
OFF-AR-10000380,14
OFF-AR-10000380,15
OFF-BI-10003981,3
OFF-BI-10003981,5
OFF-BI-10003981,7
OFF-BI-10003981,9
OFF-BI-10003981,10
OFF-BI-10003981,11
OFF-BI-10003981,13
OFF-BI-10003981,14
OFF-BI-10003981,15
OFF-FA-10000621,3
OFF-FA-10000621,5
OFF-FA-10000621,7
OFF-FA-10000621,9
OFF-FA-10000621,10
OFF-FA-10000621,11
OFF-FA-10000621,13
OFF-FA-10000621,14
OFF-FA-10000621,15
OFF-EN-10002600,3
OFF-EN-10002600,5
OFF-EN-10002600,7
OFF-EN-10002600,9
OFF-EN-10002600,10
OFF-EN-10002600,11
OFF-EN-10002600,13
OFF-EN-10002600,14
OFF-EN-10002600,15
OFF-PA-10004965,3
OFF-PA-10004965,5
OFF-PA-10004965,7
OFF-PA-10004965,9
OFF-PA-10004965,10
OFF-PA-10004965,11
OFF-PA-10004965,13
OFF-PA-10004965,14
OFF-PA-10004965,15
OFF-EN-10002504,3
OFF-EN-10002504,5
OFF-EN-10002504,7
OFF-EN-10002504,9
OFF-EN-10002504,10
OFF-EN-10002504,11
OFF-EN-10002504,13
OFF-EN-10002504,14
OFF-EN-10002504,15
FUR-TA-10001768,1
FUR-TA-10001768,2
FUR-TA-10001768,4
FUR-TA-10001768,6
OFF-BI-10003650,3
OFF-BI-10003650,5
OFF-BI-10003650,7
OFF-BI-10003650,9
OFF-BI-10003650,10
OFF-BI-10003650,11
OFF-BI-10003650,13
OFF-BI-10003650,14
OFF-BI-10003650,15
FUR-FU-10002157,1
FUR-FU-10002157,2
FUR-FU-10002157,4
FUR-FU-10002157,6
OFF-ST-10000777,3
OFF-ST-10000777,5
OFF-ST-10000777,7
OFF-ST-10000777,9
OFF-ST-10000777,10
OFF-ST-10000777,11
OFF-ST-10000777,13
OFF-ST-10000777,14
OFF-ST-10000777,15
OFF-EN-10002500,3
OFF-EN-10002500,5
OFF-EN-10002500,7
OFF-EN-10002500,9
OFF-EN-10002500,10
OFF-EN-10002500,11
OFF-EN-10002500,13
OFF-EN-10002500,14
OFF-EN-10002500,15
TEC-PH-10003875,8
TEC-PH-10003875,12
TEC-PH-10003875,16
TEC-PH-10003875,17
FUR-CH-10004063,1
FUR-CH-10004063,2
FUR-CH-10004063,4
FUR-CH-10004063,6
FUR-TA-10004534,1
FUR-TA-10004534,2
FUR-TA-10004534,4
FUR-TA-10004534,6
OFF-BI-10003274,3
OFF-BI-10003274,5
OFF-BI-10003274,7
OFF-BI-10003274,9
OFF-BI-10003274,10
OFF-BI-10003274,11
OFF-BI-10003274,13
OFF-BI-10003274,14
OFF-BI-10003274,15
OFF-ST-10002974,3
OFF-ST-10002974,5
OFF-ST-10002974,7
OFF-ST-10002974,9
OFF-ST-10002974,10
OFF-ST-10002974,11
OFF-ST-10002974,13
OFF-ST-10002974,14
OFF-ST-10002974,15
FUR-FU-10003773,1
FUR-FU-10003773,2
FUR-FU-10003773,4
FUR-FU-10003773,6
TEC-PH-10002293,8
TEC-PH-10002293,12
TEC-PH-10002293,16
TEC-PH-10002293,17
OFF-PA-10002377,3
OFF-PA-10002377,5
OFF-PA-10002377,7
OFF-PA-10002377,9
OFF-PA-10002377,10
OFF-PA-10002377,11
OFF-PA-10002377,13
OFF-PA-10002377,14
OFF-PA-10002377,15
OFF-FA-10002780,3
OFF-FA-10002780,5
OFF-FA-10002780,7
OFF-FA-10002780,9
OFF-FA-10002780,10
OFF-FA-10002780,11
OFF-FA-10002780,13
OFF-FA-10002780,14
OFF-FA-10002780,15
OFF-PA-10001804,3
OFF-PA-10001804,5
OFF-PA-10001804,7
OFF-PA-10001804,9
OFF-PA-10001804,10
OFF-PA-10001804,11
OFF-PA-10001804,13
OFF-PA-10001804,14
OFF-PA-10001804,15
OFF-PA-10001736,3
OFF-PA-10001736,5
OFF-PA-10001736,7
OFF-PA-10001736,9
OFF-PA-10001736,10
OFF-PA-10001736,11
OFF-PA-10001736,13
OFF-PA-10001736,14
OFF-PA-10001736,15
OFF-AR-10001149,3
OFF-AR-10001149,5
OFF-AR-10001149,7
OFF-AR-10001149,9
OFF-AR-10001149,10
OFF-AR-10001149,11
OFF-AR-10001149,13
OFF-AR-10001149,14
OFF-AR-10001149,15
OFF-FA-10002988,3
OFF-FA-10002988,5
OFF-FA-10002988,7
OFF-FA-10002988,9
OFF-FA-10002988,10
OFF-FA-10002988,11
OFF-FA-10002988,13
OFF-FA-10002988,14
OFF-FA-10002988,15
OFF-BI-10004781,3
OFF-BI-10004781,5
OFF-BI-10004781,7
OFF-BI-10004781,9
OFF-BI-10004781,10
OFF-BI-10004781,11
OFF-BI-10004781,13
OFF-BI-10004781,14
OFF-BI-10004781,15
OFF-SU-10001218,3
OFF-SU-10001218,5
OFF-SU-10001218,7
OFF-SU-10001218,9
OFF-SU-10001218,10
OFF-SU-10001218,11
OFF-SU-10001218,13
OFF-SU-10001218,14
OFF-SU-10001218,15
OFF-AR-10000940,3
OFF-AR-10000940,5
OFF-AR-10000940,7
OFF-AR-10000940,9
OFF-AR-10000940,10
OFF-AR-10000940,11
OFF-AR-10000940,13
OFF-AR-10000940,14
OFF-AR-10000940,15
OFF-EN-10004030,3
OFF-EN-10004030,5
OFF-EN-10004030,7
OFF-EN-10004030,9
OFF-EN-10004030,10
OFF-EN-10004030,11
OFF-EN-10004030,13
OFF-EN-10004030,14
OFF-EN-10004030,15
OFF-PA-10004327,3
OFF-PA-10004327,5
OFF-PA-10004327,7
OFF-PA-10004327,9
OFF-PA-10004327,10
OFF-PA-10004327,11
OFF-PA-10004327,13
OFF-PA-10004327,14
OFF-PA-10004327,15
OFF-AP-10001058,3
OFF-AP-10001058,5
OFF-AP-10001058,7
OFF-AP-10001058,9
OFF-AP-10001058,10
OFF-AP-10001058,11
OFF-AP-10001058,13
OFF-AP-10001058,14
OFF-AP-10001058,15
FUR-FU-10000521,1
FUR-FU-10000521,2
FUR-FU-10000521,4
FUR-FU-10000521,6
TEC-PH-10000215,8
TEC-PH-10000215,12
TEC-PH-10000215,16
TEC-PH-10000215,17
TEC-PH-10001448,8
TEC-PH-10001448,12
TEC-PH-10001448,16
TEC-PH-10001448,17
OFF-BI-10002735,3
OFF-BI-10002735,5
OFF-BI-10002735,7
OFF-BI-10002735,9
OFF-BI-10002735,10
OFF-BI-10002735,11
OFF-BI-10002735,13
OFF-BI-10002735,14
OFF-BI-10002735,15
OFF-AP-10000326,3
OFF-AP-10000326,5
OFF-AP-10000326,7
OFF-AP-10000326,9
OFF-AP-10000326,10
OFF-AP-10000326,11
OFF-AP-10000326,13
OFF-AP-10000326,14
OFF-AP-10000326,15
TEC-PH-10001254,8
TEC-PH-10001254,12
TEC-PH-10001254,16
TEC-PH-10001254,17
OFF-PA-10001950,3
OFF-PA-10001950,5
OFF-PA-10001950,7
OFF-PA-10001950,9
OFF-PA-10001950,10
OFF-PA-10001950,11
OFF-PA-10001950,13
OFF-PA-10001950,14
OFF-PA-10001950,15
OFF-PA-10002254,3
OFF-PA-10002254,5
OFF-PA-10002254,7
OFF-PA-10002254,9
OFF-PA-10002254,10
OFF-PA-10002254,11
OFF-PA-10002254,13
OFF-PA-10002254,14
OFF-PA-10002254,15
OFF-ST-10001590,3
OFF-ST-10001590,5
OFF-ST-10001590,7
OFF-ST-10001590,9
OFF-ST-10001590,10
OFF-ST-10001590,11
OFF-ST-10001590,13
OFF-ST-10001590,14
OFF-ST-10001590,15
OFF-AR-10001547,3
OFF-AR-10001547,5
OFF-AR-10001547,7
OFF-AR-10001547,9
OFF-AR-10001547,10
OFF-AR-10001547,11
OFF-AR-10001547,13
OFF-AR-10001547,14
OFF-AR-10001547,15
OFF-LA-10002475,3
OFF-LA-10002475,5
OFF-LA-10002475,7
OFF-LA-10002475,9
OFF-LA-10002475,10
OFF-LA-10002475,11
OFF-LA-10002475,13
OFF-LA-10002475,14
OFF-LA-10002475,15
TEC-PH-10004536,8
TEC-PH-10004536,12
TEC-PH-10004536,16
TEC-PH-10004536,17
OFF-PA-10002751,3
OFF-PA-10002751,5
OFF-PA-10002751,7
OFF-PA-10002751,9
OFF-PA-10002751,10
